Countries,World Rank,2019 Score,Judical Effectiveness,Government Integrity,Tax Burden,Gov't Spending,Business Freedom,Trade Freedom,Investment Freedom ,Financial Freedom,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,Gov't Expenditure % of GDP ,Population (Millions),GDP Growth Rate (%),5 Year GDP Growth Rate (%),region,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_missing,pf_ss_women_inheritance_widows,pf_ss_women_inheritance_daughters,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_estop_establish,pf_religion_estop_operate,pf_religion_estop,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_association,pf_association_assembly,pf_association_political_establish,pf_association_political_operate,pf_association_political,pf_association_prof_establish,pf_association_prof_operate,pf_association_prof,pf_association_sport_establish,pf_association_sport_operate,pf_association_sport,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_influence,pf_expression_control,pf_expression_cable,pf_expression_newspapers,pf_expression_internet,pf_expression,pf_identity_legal,pf_identity_parental_marriage,pf_identity_parental_divorce,pf_identity_parental,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_restrictions,ef_legal_police,ef_legal_crime,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank,hf_score,hf_rank,hf_quartile
Japan,30.0,72.1,68.5,78.0,68.2,55.0,80.5,80.0,70.0,60.0,2.5,40.8,23.9,30.7,38.7,126.7,1.7,1.3,East Asia,7.697980509,8.206455823999999,6.842924715,7.582453683,9.886540303,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.5,10.0,10.0,10.0,9.166666667000001,9.684402322999999,10.0,10.0,10.0,10.0,,,5.0,8.944444444,9.816666667,7.92037037,10.0,10.0,,,7.5,,,5.0,,,5.0,7.5,10.0,10.0,8.333333332999999,6.25,10.0,10.0,10.0,9.226190476000001,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.25,8.706370086,31.0,4.167647059,4.070482659,7.0,3.0,3.0,3.0,4.55953243,8.469138598999999,6.5652919810000006,8.619151206,8.333333332999999,8.333333332999999,6.329708857999999,7.847784736,8.545197646,7.193052227000001,0.9487179490000001,7.603896561,9.376703986,9.296115395,9.842723956,10.0,9.628885834,9.626666667,9.2,4.303999999999999,7.7102222220000005,5.295359737,8.816571934,7.055965835,10.0,7.004548095,0.7692307690000001,7.080041044,4.951273303,7.42936534,8.0,7.932,9.0,8.310666667000001,8.9,3.7111244269999997,8.291191321,8.0,10.0,10.0,8.150385958,4.344494459,9.333333332999999,9.56263135,7.592852968,7.705236647,8.038367868,7.762819437999999,8.074624021,7.46,41.0,8.083185043,31.0,1.0
Jordan,53.0,66.5,52.6,50.3,91.4,73.4,61.8,81.4,70.0,60.0,4.3,14.0,20.0,16.3,29.8,7.1,2.3,2.5,Middle East & North Africa,5.017416393,6.257972726,5.876813667,5.717400929,9.305623944,10.0,10.0,7.5,9.745249875,9.759807025,9.40101138,10.0,7.5,0.0,0.0,0.0,5.833333333,8.179989552,10.0,5.0,5.0,6.666666667,,,7.5,7.762222222,4.305555556,6.522592593,5.0,7.5,,,5.0,,,2.5,,,5.0,5.0,10.0,10.0,2.666666667,4.0,7.5,7.5,5.0,6.666666667,,0.0,0.0,0.0,10.0,10.0,10.0,0.0,3.333333333,6.293273546,109.0,6.226470588,7.7999661289999995,8.0,10.0,5.0,7.5,7.381609179,6.581923814,5.446774969,6.6662714460000005,7.5,6.666666667,3.376286714,6.644714877,8.316326141000001,6.435919584,0.487804878,4.763858993,9.464703037,9.342706219,9.825420481,10.0,9.658207434,9.153333332999999,8.0,4.0,7.051111111,5.108731754,7.20118965,6.154960702,10.0,5.787150102000001,6.153846154,10.0,7.3136654189999994,7.629934307999999,10.0,6.495,10.0,8.831666667,8.9,5.525415184,6.982060957000001,6.0,10.0,10.0,7.901246024,4.562718933,4.222222222,9.364165469,5.500790967,9.874137942,8.374647662000001,6.983113866,7.905342185,7.47,38.0,6.881636772999999,77.0,2.0
Kazakhstan,59.0,65.4,56.1,40.3,93.4,83.7,73.9,80.0,50.0,50.0,2.5,10.0,20.0,12.8,23.3,18.2,4.0,3.3,Caucasus & Central Asia,4.076675923,5.467893009,4.057218736,4.533929223,8.077708357999999,10.0,10.0,5.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.025902786,5.0,5.0,5.0,5.0,,,2.5,8.444444444,6.016666667000001,5.653703704,5.0,5.0,,,2.5,,,2.5,,,5.0,4.0,10.0,10.0,0.666666667,1.75,7.5,7.5,7.5,6.416666667,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.25,6.421995039,104.0,6.529411765,8.551374301000001,6.0,10.0,8.0,9.0,7.520196516,4.8968866360000005,4.810388355,5.60852918,8.333333332999999,5.833333333,6.339410345,9.900981545,5.134680271000001,7.017318521,0.7435897440000001,5.606111942,9.544034909,7.578801188,8.6708,10.0,8.948409024,6.5933333329999995,8.44,6.5368,7.190044444,5.675863522,4.881656805,5.278760163,10.0,5.214357276,2.307692308,1.65938462,3.060478068,6.382320668999999,8.0,7.795,10.0,8.598333333,10.0,5.588207511,7.329077467,10.0,9.251725385,3.0,7.528168394,4.720607911,7.1111111110000005,9.708699872999999,4.636964542,9.808312472999999,8.004739889,7.3317393,7.819413676,7.26,58.0,6.84099752,80.0,2.0
Kenya,130.0,55.1,46.9,32.1,79.5,77.8,55.8,60.4,55.0,50.0,12.3,30.0,30.0,15.7,27.2,46.7,4.8,5.5,Sub-Saharan Africa,3.124398083,4.323092218,3.5126860719999997,3.653392125,8.085369123,0.0,9.703617511000001,5.0,8.052343646,9.132022712000001,6.377596774,7.3,7.5,5.0,5.0,5.0,6.6,7.020988632000001,5.0,5.0,10.0,6.666666667,,,7.5,7.517777777999999,7.033333333,7.35037037,10.0,7.5,,,5.0,,,5.0,,,7.5,7.0,7.882982223,10.0,4.333333333,4.0,10.0,10.0,10.0,8.030902222,10.0,5.0,5.0,5.0,0.0,10.0,5.0,10.0,7.5,6.323389115,108.0,7.264705882,9.814190784,6.0,8.0,8.0,8.0,7.769724167000001,5.07301886,4.7696622689999995,5.598135955,6.666666667,3.333333333,4.420377014,6.842007966000001,4.77477471,2.936187275,0.923076923,4.745102997,8.787496101,8.927727189,8.683517817,10.0,9.099685277,7.746666667,7.42,5.2012,6.789288889,5.291603823,5.218941129,5.255272476,10.0,5.868600471000001,3.8461538460000004,3.761271805,4.492008707,6.634142517999999,10.0,4.124,10.0,8.041333332999999,6.666666667,5.10965934,7.199411254,8.0,9.629974091000001,10.0,7.767618559,4.811500841,3.333333333,9.073992071000001,3.137624518,8.298362902000001,7.808576676,6.077231724,7.295394539,7.11,70.0,6.7166945579999995,89.0,3.0
"Korea, South",29.0,72.3,57.5,50.5,64.2,68.6,91.3,80.4,70.0,70.0,4.8,46.2,27.5,26.3,32.4,51.5,3.1,3.0,East Asia,7.57290728,8.104340781,7.066662442,7.581303501,9.711426305,10.0,10.0,7.5,10.0,9.99607958,9.499215916,10.0,7.5,10.0,10.0,10.0,9.166666667000001,9.459102962000001,10.0,5.0,10.0,8.333333332999999,,,10.0,8.755555556000001,9.027777777999999,9.261111111,10.0,10.0,,,7.5,,,10.0,,,10.0,9.5,10.0,10.0,6.666666667,6.5,10.0,10.0,10.0,9.023809523999999,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.25,8.796927013,27.0,4.9,7.0351296539999995,10.0,6.0,5.0,5.5,6.858782413999999,4.816287835,4.703484943,6.447045445,6.666666667,8.333333332999999,7.507404125,8.219626884,7.166666985,6.516184211000001,0.923076923,6.450502182,9.064741613999999,9.726257595,9.858767425,10.0,9.662441657999999,9.593333333,7.22,0.0,5.604444443999999,5.2123563289999995,9.589943005,7.401149667,10.0,5.4016941979999995,6.153846154,10.0,7.185180117000001,7.5476935570000006,8.0,9.949,10.0,9.316333333,5.566666667000001,3.754166663,6.617499828,10.0,2.517253846,0.0,4.742597834,3.317271332,10.0,9.718568673,4.426337496,9.992217882,7.892646624,7.557840334,7.2055905010000005,7.55,32.0,8.173463506000001,30.0,1.0
Kuwait,90.0,60.8,43.3,35.3,97.7,17.3,57.4,79.0,55.0,60.0,3.0,0.0,15.0,1.6,52.5,4.4,-2.5,-0.1,Middle East & North Africa,,,,5.287818148,9.281413707,10.0,10.0,7.5,7.628602174,0.0,7.025720435,10.0,7.5,0.0,0.0,0.0,5.833333333,7.380155825,10.0,0.0,5.0,5.0,,,2.5,7.937777777999999,4.766666667,5.068148148,7.5,7.5,,,0.0,,,2.5,,,2.5,4.0,10.0,7.459216616,3.333333333,4.25,10.0,7.5,7.5,7.148935707000001,,0.0,0.0,0.0,0.0,10.0,5.0,0.0,1.6666666669999999,5.455368545,140.0,0.944117647,6.896331062000001,7.0,10.0,10.0,10.0,6.210112177,6.2203394979999995,5.466284902999999,5.725799883,8.333333332999999,6.666666667,5.068858973999999,8.909581744,6.779661179,7.227682437,0.487179487,4.990165384,8.805697798999999,2.1714429269999997,9.345659504,10.0,7.580700058,9.62,9.06,7.8944,8.858133333,5.26232644,2.7674717889999996,4.014899115,10.0,3.2392003430000003,3.076923077,6.195035914,4.170386445,6.760854723,10.0,10.0,10.0,10.0,10.0,4.798537663,6.923710622000001,4.0,4.387940385,10.0,6.685031445,3.15324688,1.333333333,7.968130101,4.138417279,7.394906087000001,8.901486006,5.481586613999999,7.388872686,6.59,101.0,6.022684272999999,129.0,4.0
Kyrgyz Republic,79.0,62.3,27.9,27.2,94.1,54.2,73.4,78.6,60.0,50.0,3.2,10.0,10.0,19.7,39.1,6.3,4.5,5.4,Caucasus & Central Asia,4.324572005,4.264480853999999,3.34997898,3.97967728,7.926825462999999,5.0,10.0,2.5,9.944042482999999,10.0,7.488808497000001,10.0,10.0,5.0,5.0,5.0,8.333333332999999,7.916322431,5.0,5.0,5.0,5.0,,,,7.382222222,5.972222222,6.677222222,,,,,,,,,,,,,10.0,8.321274488,3.333333333,3.25,,,,6.226151955,7.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,8.0,6.2119217,111.0,6.894117647000001,7.149458315,6.0,10.0,7.0,8.5,7.1358939910000005,3.818901211,3.437378283,4.221141537,4.0,,4.518921969,9.868110421,3.716666698,4.971311867,0.7435897440000001,4.2012265630000005,9.100023213,6.742980257,8.699336322,10.0,8.635584948,8.166666667000001,8.52,7.632000000000001,8.106222222000001,4.8925048680000005,8.022491581,6.457498225,10.0,4.363480028,1.5384615380000002,8.739425664,4.880455744,7.361044047999999,8.0,9.081,8.0,8.360333333,5.0,4.618706434,7.103285606,10.0,7.755176154,1.0,5.9128613660000005,4.188004105,2.666666667,9.65882575,2.868426732,8.600161444,7.477901545,5.9099977070000005,6.727730802000001,6.81,85.0,6.51096085,105.0,3.0
Laos,110.0,57.4,42.5,33.5,86.9,85.3,60.1,81.8,35.0,20.0,1.6,24.0,24.0,12.8,22.1,6.7,6.8,7.4,South Asia,,,,4.024116448,7.1960071779999994,10.0,10.0,5.0,10.0,10.0,9.0,10.0,10.0,5.0,5.0,5.0,8.333333332999999,8.176446837,5.0,5.0,5.0,5.0,,,7.5,8.566666667,6.016666667000001,7.3611111110000005,0.0,0.0,,,0.0,,,0.0,,,2.5,0.5,10.0,10.0,1.333333333,1.75,7.5,2.5,7.5,5.797619048,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.916013837,125.0,6.617647058999999,9.836921499999999,,9.0,9.0,9.0,8.484856186,4.668706039,4.894406684,4.597787815,7.6,,5.205943175,8.669629176,5.723270575,6.485043027000001,1.0,5.9805983110000005,6.102189957,8.534338022,9.744754459,5.0,7.345320609,8.568666667,8.0,6.6,7.722888889,5.570057677,1.605952604,3.5880051410000005,10.0,5.272207669,1.6666666669999999,10.0,5.646291445,6.739296369,,8.539,8.0,8.2695,5.566666667000001,5.009269402,6.944394609,10.0,1.020704615,1.0,4.923505882,4.843644369,1.7777777780000001,7.806571821,4.559613746,9.565048255,5.942223819,5.749146631,6.314050837999999,6.97,76.0,6.443006919,111.0,3.0
Latvia,35.0,70.4,48.4,35.5,77.0,57.1,77.5,86.0,85.0,60.0,2.0,31.4,20.0,30.2,37.8,2,4.5,2.8,Eastern Europe,,,,6.495442917,8.65506611,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.551688703,10.0,10.0,10.0,10.0,,,10.0,9.122222222000001,7.083333333,8.735185185,10.0,10.0,,,10.0,,,10.0,,,10.0,10.0,10.0,10.0,7.666666667,7.5,10.0,10.0,10.0,9.30952381,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.816253805,26.0,5.052941176,7.0190547720000005,7.0,9.0,4.0,6.5,6.392998987,4.960635332,3.218312161,5.688981636,8.333333332999999,8.333333332999999,5.526466726000001,9.030740107,5.306513309,7.192019779,1.0,6.398926191,8.749972722999999,9.173240998999999,9.959677419,10.0,9.470722785,9.100559738,8.98,7.0012,8.360586579,6.374462166,9.415980373,7.89522127,10.0,6.722957057,6.923076922999999,7.743794892,7.129942957000001,8.346437702000001,8.0,9.26,10.0,9.086666667000001,5.0,4.63918318,8.421486871,10.0,7.755176154,10.0,7.635974367999999,3.8356514660000003,9.333333332999999,9.808152376,4.3233353789999995,8.521305452,8.11122849,7.322167749,8.014936261,7.72,18.0,8.268126902,23.0,1.0
Lebanon,154.0,51.1,26.6,18.2,91.8,75.6,47.9,79.0,60.0,50.0,3.0,20.0,15.0,13.8,28.5,4.5,1.2,1.5,Middle East & North Africa,4.3587859589999995,4.77299964,3.0895393230000003,4.073774974,8.420912046,10.0,5.670610227999999,2.5,3.676812307,0.0,4.369484507,10.0,10.0,0.0,0.0,0.0,6.666666667,6.48568774,5.0,10.0,5.0,6.666666667,,,7.5,8.3,6.755555556,7.518518519,10.0,10.0,,,7.5,,,7.5,,,10.0,9.0,10.0,10.0,3.333333333,4.5,10.0,10.0,10.0,8.261904762,,5.0,5.0,5.0,0.0,10.0,5.0,0.0,3.333333333,6.1179080070000005,119.0,8.005882352999999,8.126968409,10.0,10.0,8.0,9.0,8.78321269,3.395819421,3.363848095,5.486658792,3.333333333,6.666666667,3.1594255610000004,7.418029625,4.177489281000001,4.816033387,0.7435897440000001,4.050679036,9.861679815,9.164750234,9.2502216,10.0,9.569162912000001,9.453333333,8.88,5.5872,7.9735111110000005,5.3791856220000005,3.1195490130000003,4.249367317,10.0,5.21537908,1.5384615380000002,9.29255387,5.3487981630000005,6.892919148,,0.0,10.0,5.0,5.566666667000001,4.773303212,6.874761349,8.0,7.505751282,10.0,7.120080418,3.3964155039999997,0.666666667,8.95983583,2.620725417,6.930509115,7.971111908999999,5.090877407,5.7369859420000004,7.01,74.0,6.563954002999999,102.0,3.0
Lesotho,142.0,53.1,45.7,30.9,59.4,33.0,53.3,81.0,55.0,40.0,2.0,35.0,25.0,47.0,47.3,1.9,3.1,2.8,Sub-Saharan Africa,,,,4.953361465,0.0,10.0,10.0,7.5,9.846718277,9.816061932,9.432556042,10.0,7.5,5.0,5.0,5.0,7.5,5.6441853470000005,10.0,10.0,10.0,10.0,,,,9.777777777999999,8.15,8.963888889,,,,,,,,,,,,,10.0,10.0,5.666666667,5.0,,,,7.666666667,0.0,5.0,10.0,7.5,10.0,10.0,10.0,5.0,5.625,6.681331147000001,95.0,2.452941176,8.893185363999999,0.0,8.0,8.0,8.0,4.836531635,5.886194856,4.287372905,5.362980615,6.0,,3.9279061619999998,6.491900642,7.825202942000001,8.954417483,0.8918918920000001,5.762699818,8.658780769,8.614766843,9.364909081,5.0,7.909614173,0.0,8.48,5.5920000000000005,4.6906666669999995,4.278869318,9.728403455,7.003636386,10.0,5.1096870469999995,2.307692308,5.0887795,4.168719618,6.465755668,10.0,10.0,9.0,9.666666667000001,6.666666667,4.381748668999999,4.22715044,8.0,6.546424852,10.0,6.636998437999999,5.384355532000001,4.444444444,8.986434402999999,3.298136519,7.978440429,6.368178223999999,6.076664925,7.46011001,6.49,109.0,6.585665574,101.0,3.0
Liberia,160.0,49.7,39.0,24.2,82.7,62.1,50.6,60.1,55.0,20.0,12.4,25.0,25.0,21.8,35.5,4.5,2.5,2.1,Sub-Saharan Africa,3.960361057,4.46243985,2.647836105,3.6902123369999997,8.70861685,10.0,10.0,7.5,10.0,10.0,9.5,4.2,10.0,5.0,5.0,5.0,6.4,8.202872283,5.0,10.0,5.0,6.666666667,,,,9.184444444,8.794444444,8.989444444,,,,,,,,,,,,,10.0,10.0,4.666666667,4.75,,,,7.354166667,,10.0,5.0,7.5,0.0,0.0,0.0,5.0,4.166666667,6.370389211,106.0,8.820588235,8.644688792,,9.0,7.0,8.0,8.488425676,4.662218041,4.606316081,5.312304325,5.0,5.3,2.873356168,4.895187466,4.292929173,5.141498933,1.0,4.67597891,9.409295599,8.622528595,8.4436,10.0,9.118856048,6.433333332999999,7.96,7.0216,7.138311111,4.460211254,0.0,2.230105627,10.0,4.885492816,8.461538462,1.770010261,5.0390138460000005,6.101857646,,0.0,9.0,4.5,10.0,4.68186596,4.7156254319999995,8.0,3.092849704,10.0,6.748390183,4.85750199,2.444444444,9.680501029,4.642343588999999,9.700292800000001,8.436298958,6.626897135,5.9584291060000005,6.87,80.0,6.620194605,98.0,3.0
Libya,,,24.4,15.8,,0.0,40.2,,5.0,,,10.0,20.0,,139.2,6.4,70.8,-7.9,Middle East & North Africa,,,,2.516339442,8.998449247,5.0,0.0,0.0,0.0,0.0,1.0,10.0,7.5,0.0,0.0,0.0,5.833333333,5.27726086,,,5.0,5.0,,,7.5,7.5711111110000004,6.061111111000001,7.044074074,2.5,2.5,,,2.5,,,2.5,,,2.5,2.5,0.0,10.0,2.666666667,1.5,7.5,7.5,5.0,4.880952381,,0.0,5.0,2.5,0.0,0.0,0.0,0.0,0.833333333,3.974236054,156.0,0.0,,,10.0,9.0,9.5,4.75,3.39827703,2.332075241,3.278082175,5.0,6.666666667,3.6239475469999998,,1.672883951,2.451828377,0.804878049,3.2063388919999998,7.466312202999999,0.9369859290000001,8.04,10.0,6.610824533,,,,,5.505607003,4.258602267,4.882104635,7.372262774,5.009763733,0.7692307690000001,0.33187692399999996,2.036957142,4.76377485,0.0,10.0,10.0,6.666666667,6.1,2.654693775,5.387761835,6.0,4.387940385,10.0,5.755065999,3.205259005,0.0,8.409395223999999,3.132049652,,0.03490877,2.95632253,5.1260183989999994,4.89,155.0,4.432118027,156.0,4.0
Lithuania,21.0,74.2,61.2,47.8,86.4,65.1,75.2,86.0,80.0,70.0,2.0,15.0,15.0,30.2,34.1,2.8,3.8,3.0,Eastern Europe,,,,6.814692987000001,7.653419629,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.217806543,10.0,10.0,10.0,10.0,,,10.0,8.955555556,7.588888889,8.848148148,10.0,10.0,,,10.0,,,10.0,,,10.0,10.0,10.0,10.0,8.0,8.25,10.0,10.0,10.0,9.464285713999999,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.839368269,23.0,5.3588235289999995,6.3655681479999995,10.0,10.0,4.0,7.0,7.181097919,5.231773216000001,3.9626389619999998,5.61966789,8.333333332999999,6.666666667,6.242192341,9.670883679,6.19834741,6.8784851620000005,1.0,6.533776518,8.696691673,9.115376816,9.824196094,10.0,9.409066146,9.1,8.98,7.0012,8.3604,5.462756879,9.722487073,7.592621976,10.0,5.84802209,6.923076922999999,7.743794892,6.838297967999999,8.197829986,10.0,9.577,10.0,9.859,8.333333332999999,3.710885915,8.110216541,10.0,6.258626923,3.0,6.568843785,3.6310627269999998,9.777777777999999,9.751052879,4.994039403,9.239127476,8.083205174,7.5793775729999995,8.002407118999999,7.86,13.0,8.349684134,20.0,1.0
Luxembourg,17.0,75.9,72.4,85.8,65.4,46.6,68.8,86.0,95.0,80.0,2.0,42.0,18.0,37.1,42.2,0.6,3.5,3.8,Western Europe,,,,8.230305676,9.712393676,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.904131225,10.0,10.0,10.0,10.0,,,10.0,9.851111111,7.127777778,8.992962963,10.0,10.0,,,10.0,,,10.0,,,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,9.714285713999999,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.25,9.329334093,6.0,1.3,3.87154227,7.0,5.0,4.0,4.5,4.167885568,8.642077767,7.361817211,8.872098907,10.0,10.0,7.456058655,6.17918671,8.735632102,7.958410118,1.0,8.356142386,8.551120607,9.36883145,9.905097241,10.0,9.456262323999999,9.1,8.98,7.0012,8.3604,6.4606147389999995,9.963313765,8.211964252000001,10.0,8.35037594,3.8461538460000004,7.743794892,6.646774893,8.304784786,8.0,10.0,10.0,9.333333332999999,2.233333333,4.8255390689999995,6.535994861,6.0,8.503450769,10.0,6.349719672000001,5.888966833,7.1111111110000005,9.389938914,7.918760454,8.357440165,9.383487043999999,8.008284087,7.897112364,7.64,27.0,8.484667047,13.0,1.0
Macedonia,33.0,71.1,60.7,44.7,91.8,70.0,80.2,82.0,65.0,60.0,4.0,10.0,10.0,24.8,31.6,2.1,0.0,2.7,Eastern Europe,4.649002548,5.583143305,5.142020523,5.124722125,9.364619409,10.0,10.0,5.0,10.0,9.807628307,8.961525661,10.0,7.5,5.0,5.0,5.0,7.5,8.608715024,10.0,0.0,10.0,6.666666667,,,10.0,8.511111111,7.222222222,8.577777778,7.5,7.5,,,5.0,,,10.0,,,10.0,8.0,10.0,10.0,3.666666667,4.0,10.0,10.0,7.5,7.880952381,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.25,7.47089897,64.0,6.002941176,4.554430961,6.0,10.0,7.0,8.5,6.2643430339999995,3.456874322,3.7414278660000004,5.11683583,5.8,,3.9366171860000003,8.381146916,6.626016299,5.695883666,0.897435897,5.070281017,8.995969049,9.322099013999999,9.939744187999999,5.0,8.314453063,9.54,8.62,6.4948,8.218266667,5.7847073,9.596451414,7.690579357000001,10.0,6.082060574,3.076923077,8.518174381,5.892386011,7.950308009,10.0,8.774,10.0,9.591333333,7.233333332999999,5.267974714,5.1975154560000005,8.0,7.755176154,10.0,7.242333276,4.463678563999999,9.333333332999999,9.93491649,5.049293859,9.458838377000001,8.66609015,7.817691795,8.217119468,7.16,66.0,7.315449485,55.0,2.0
Madagascar,114.0,56.6,24.4,14.3,91.0,91.8,47.3,69.2,55.0,50.0,7.9,20.0,20.0,10.1,16.6,25.6,4.1,3.4,Sub-Saharan Africa,3.075712765,4.115195482,3.9848879569999998,3.725265401,6.925294149,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,5.0,5.0,5.0,8.333333332999999,8.252875827,10.0,10.0,10.0,10.0,,,5.0,9.844444444,8.055555556,7.6333333329999995,7.5,2.5,,,5.0,,,5.0,,,7.5,5.5,10.0,10.0,3.666666667,4.25,10.0,10.0,10.0,8.273809523999999,,10.0,5.0,7.5,10.0,10.0,10.0,5.0,7.5,6.885249592999999,86.0,8.235294117999999,9.907356948,6.0,10.0,7.0,8.5,8.160662766,2.567173847,2.7007879289999996,3.63276932,1.6666666669999999,4.166666667,2.958421922,5.085932868,3.191057046,4.404624398,0.707317073,2.881012258,9.12549847,9.547696209,8.519199594,5.0,8.048098568,5.653333333,7.66,7.2388,6.850711111,3.5155003639999998,5.072207848,4.293854106,10.0,5.106578112,0.7692307690000001,10.0,5.291936294,6.609125378,10.0,7.521,5.0,7.507000000000001,0.0,4.550992618,6.27385516,8.0,7.12202071,1.0,4.491144748,3.597642973,2.444444444,9.223437732999999,2.68842637,7.8508749710000005,7.948693256,5.625586625,5.874577124,6.31,119.0,6.597624796,100.0,3.0
Malawi,153.0,51.4,40.1,25.2,79.8,70.3,41.7,75.4,50.0,50.0,4.8,30.0,30.0,14.8,31.5,19.2,4.0,4.0,Sub-Saharan Africa,4.920635621000001,5.434183211000001,4.4395007269999995,4.9314398530000005,9.306716247999999,10.0,10.0,7.5,10.0,10.0,9.5,10.0,7.5,5.0,5.0,5.0,7.5,8.768905416,10.0,10.0,5.0,8.333333332999999,,,,9.388888889,7.827777778,8.608333333,,,,,,,,,,,,,10.0,10.0,5.0,6.25,,,,7.8125,10.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,7.5,7.456857151,65.0,7.35,9.382328203,2.0,8.0,4.0,6.0,6.183082051,5.232281087,3.6638670319999997,4.990943468,5.833333333,4.166666667,2.332018505,8.13714351,4.619882902,3.769035208,0.9459459459999999,4.621099644,7.616662024,6.492797502,5.750815532000001,5.0,6.215068765,8.513333333,7.48,5.1616,7.051644444,6.271724934,4.443221383,5.3574731589999995,6.639712489,6.240770685,1.5384615380000002,7.080041044,4.953091089,6.000480295,8.0,0.0,6.0,4.666666667,4.433333333,4.50227799,7.342441495,10.0,5.683031065,10.0,6.99351398,3.99440073,2.666666667,8.372099866000001,2.8266563639999998,8.422153774,8.010344552000001,5.715386992000001,5.79185588,5.76,139.0,6.608428575,99.0,3.0
